BETT,TimesNet,GPT4TS,TS2Vec,T-Loss,TNC,TS-TCC,TST,CNN,Encoder,FCN,MCDNN,MLP,ResNet,t-LeNet,TWIESN,DTW
0.990506329113924,0.6012658228,0.4746835443,1.0,0.997,0.994,0.997,1.0,0.9765822784810126,0.9778481012658228,0.9968354430379748,0.9518987341772152,0.980379746835443,0.9924050632911392,0.5253164556962026,0.9879746835443036,0.997
1.0,0.76,0.71,1.0,0.99,1.0,1.0,1.0,0.952,0.74,1.0,0.9019999999999999,0.806,1.0,0.24,0.9339999999999999,1.0
0.82,0.44,0.4533333333,0.98,0.96,0.913,0.953,0.827,0.9760000000000002,0.9640000000000001,0.9746666666666666,0.9626666666666666,0.9800000000000001,0.9800000000000001,0.3333333333333333,0.8493333333333334,0.827
0.5324675324675324,0.5064935065,0.5714285714,0.584,0.591,0.571,0.61,0.506,0.5506493506493507,0.5974025974025974,0.5012987012987014,0.5623376623376624,0.5363636363636364,0.49480519480519475,0.2857142857142857,0.5688311688311688,0.506
0.99,0.4666666667,0.4366666667,0.997,0.987,1.0,0.99,0.49,0.9866666666666667,0.9733333333333334,0.9886666666666667,0.9533333333333334,0.9733333333333334,0.9966666666666667,0.1666666666666666,0.8793333333333333,0.993
0.815,0.2383333333,0.2366666667,0.902,0.848,0.788,0.773,0.733,0.6173333333333333,0.679,0.8939999999999999,0.5993333333333333,0.7763333333333333,0.9263333333333333,0.0166666666666666,0.6426666666666666,0.768
0.6071428571428571,0.2085714286,0.2371428571,0.777,0.763,0.703,0.697,0.259,0.4111428571428572,0.4751428571428572,0.7134285714285714,0.2614285714285714,0.4765714285714286,0.7405714285714285,0.1,0.522,0.716
0.9967553536664504,0.9892926671,0.9935107073,0.998,0.992,0.994,0.994,0.991,0.9608695652173914,0.9976963011031798,0.9971771576898117,0.9918883841661259,0.9958468526930565,0.9980532121998701,0.8921155094094744,0.9163205710577547,0.98
0.8522727272727273,0.8295454545,0.6590909091,0.932,0.92,0.659,0.773,0.511,0.9045454545454547,0.8522727272727273,0.9295454545454545,0.7113636363636363,0.8363636363636363,0.9545454545454547,0.2954545454545455,0.8568181818181818,0.83
0.7487179487179487,0.5230769231,0.5307692308,0.782,0.713,0.623,0.731,0.385,0.5348717948717949,0.6435897435897436,0.7943589743589744,0.5133333333333334,0.5912820512820514,0.798974358974359,0.0743589743589743,0.6266666666666667,0.754
0.717391304347826,0.7862318841,0.6594202899,0.761,0.775,0.754,0.754,0.728,0.772463768115942,0.7239130434782609,0.7601449275362319,0.7586956521739131,0.7268115942028985,0.7702898550724637,0.5833333333333334,0.7108695652173913,0.717
0.76484375,0.61796875,0.5651041667,0.832,0.749,0.76,0.753,0.562,0.6080208333333333,0.58265625,0.8165104166666666,0.6622916666666667,0.7999479166666668,0.8527604166666667,0.5325520833333334,0.5541145833333333,0.648
0.9650145772594753,0.2740524781,0.8571428571,0.965,0.951,0.977,0.983,0.936,0.9772594752186589,0.9655976676384841,0.9795918367346939,0.945189504373178,0.8717201166180759,0.9784256559766764,0.7259475218658892,0.8250728862973761,0.957
0.6461538461538462,0.2846153846,0.2923076923,0.608,0.608,0.431,0.369,0.208,0.5338461538461539,0.5276923076923077,0.6953846153846154,0.5184615384615384,0.5753846153846154,0.6984615384615385,0.0384615384615384,0.5492307692307692,0.569
0.461038961038961,0.3441558442,0.525974026,0.636,0.656,0.643,0.63,0.617,0.5337662337662338,0.5766233766233766,0.535064935064935,0.5584415584415584,0.5220779220779221,0.5454545454545455,0.5714285714285714,0.577922077922078,0.5
0.9930555555555556,0.6805555556,0.3680555556,1.0,0.993,0.993,0.986,0.91,0.9597222222222221,0.7708333333333333,0.9875,0.8416666666666666,0.9486111111111111,0.9902777777777778,0.3333333333333333,0.8347222222222221,0.993
0.7341071428571428,0.3877380952,0.3408333333,0.756,0.722,0.738,0.742,0.71,0.6702142857142858,0.7596547619047619,0.7381666666666666,0.686952380952381,0.6177261904761904,0.7429285714285714,0.0416666666666666,0.48900000000000005,0.665
0.8488372093023255,0.511627907,0.6046511628,0.93,0.919,0.378,0.395,0.5,0.844186046511628,0.8209302325581396,0.8802325581395349,0.7686046511627908,0.791860465116279,0.9011627906976744,0.1627906976744186,0.8395348837209303,0.791
0.6880877742946708,0.3354231975,0.4514106583,0.676,0.691,0.63,0.531,0.422,0.568025078369906,0.5570532915360501,0.5611285266457681,0.4702194357366771,0.5987460815047022,0.616614420062696,0.21943573667711597,0.5059561128526646,0.649
0.7428571428571429,0.36,0.4285714286,0.857,0.766,0.703,0.737,0.771,0.7165714285714285,0.6297142857142857,0.8434285714285714,0.6777142857142857,0.784,0.8377142857142857,0.3028571428571429,0.6891428571428572,0.703
0.5370370370370371,0.5185185185,0.6111111111,0.87,0.815,0.759,0.778,0.5,0.5185185185185185,0.5555555555555556,0.6111111111111112,0.5,0.5407407407407407,0.7222222222222222,0.5,0.7444444444444445,0.574
0.8928571428571429,0.9642857143,0.6785714286,1.0,1.0,1.0,1.0,0.821,1.0,0.8857142857142858,1.0,0.9785714285714286,0.9928571428571429,1.0,0.5071428571428571,0.9785714285714286,1.0
0.7482014388489209,0.7410071942,0.7482014388,0.748,0.748,0.748,0.748,0.748,0.7093525179856115,0.739568345323741,0.7251798561151079,0.7482014388489209,0.7266187050359713,0.7122302158273381,0.7482014388489209,0.7482014388489209,0.719
0.59375,0.53125,0.578125,0.641,0.594,0.594,0.594,0.594,0.53125,0.5125,0.64375,0.571875,0.490625,0.6,0.59375,0.625,0.531
0.8333333333333334,0.4,0.1666666667,0.767,0.667,0.733,0.6,0.5,0.7666666666666667,0.7066666666666667,0.6799999999999999,0.5066666666666666,0.7133333333333333,0.7533333333333333,0.2,0.5266666666666666,0.633
0.46735395189003437,0.5120274914,0.5189003436,0.838,0.825,0.818,0.818,0.753,0.7436426116838488,0.7518900343642612,0.7945017182130585,0.7958762886597939,0.7546391752577319,0.8261168384879725,0.570446735395189,0.7429553264604811,0.698
0.8037166085946573,0.5191637631,0.5609756098,1.0,1.0,0.999,0.878,0.763,0.8736353077816492,0.8420441347270616,0.9853658536585366,0.8,0.972822299651568,0.9663182346109176,0.497096399535424,0.7231126596980255,0.768
0.834,0.6716666667,0.691,0.887,0.837,0.812,0.791,0.83,0.7857333333333333,0.7528,0.8371999999999999,0.7414666666666667,0.8562,0.8667333333333334,0.5356666666666666,0.6256666666666667,0.837
0.6879795396419437,0.5652173913,0.5984654731,0.762,0.675,0.726,0.767,0.55,0.39335038363171354,0.318158567774936,0.8414322250639387,0.620460358056266,0.391304347826087,0.8332480818414322,0.022506393861892498,0.42762148337595907,0.604
0.7739616613418531,0.6996805112,0.6805111821,0.861,0.851,0.825,0.843,0.768,0.8853035143769968,0.8717252396166135,0.9357827476038338,0.6912140575079873,0.855111821086262,0.923961661341853,0.5391373801916933,0.8094249201277955,0.835
0.9513513513513514,0.9459459459,0.9351351351,0.962,0.954,0.951,0.965,0.916,0.9524324324324324,0.9594594594594594,0.9751351351351352,0.9578378378378378,0.958918918918919,0.9799999999999999,0.6432432432432432,0.9113513513513514,0.941
0.6065656565656565,0.5287878788,0.5984848485,0.63,0.597,0.549,0.415,0.266,0.5851515151515152,0.6297979797979798,0.3919191919191919,0.5867676767676768,0.6042424242424242,0.49929292929292923,0.0909090909090909,0.4348484848484849,0.355
0.8260869565217391,0.6376811594,0.8043478261,0.964,,,,0.732,0.9739130434782609,0.982608695652174,0.9043478260869564,0.9782608695652174,0.9782608695652174,0.9521739130434781,0.7391304347826086,0.9536231884057971,0.949
0.9166666666666666,0.4333333333,0.6666666667,0.95,0.95,0.917,0.883,0.9,0.9133333333333333,0.7866666666666667,0.8033333333333333,0.7866666666666667,0.8933333333333333,0.99,0.3333333333333333,0.97,0.933
0.8757687576875769,0.7179171792,0.2074620746,0.959,0.944,0.942,0.949,0.741,0.8126281262812627,0.8839688396883968,0.912259122591226,0.839770397703977,0.8633046330463305,0.9092250922509224,0.09954899548995491,0.7298892988929889,0.791
0.7911242603550296,0.1769230769,0.1467455621,0.771,0.786,0.766,0.813,0.504,0.7736094674556213,0.7943195266272189,0.9375147928994083,0.7201183431952662,0.7938461538461539,0.8667455621301775,0.080473372781065,0.6730177514792899,0.808
0.8107317073170732,0.6785365854,0.4624390244,0.924,0.884,0.789,0.863,0.543,0.8726829268292683,0.8667317073170733,0.9434146341463414,0.7745365853658537,0.8314146341463415,0.9542439024390245,0.1434146341463414,0.6410731707317072,0.905
0.6657142857142857,0.2228571429,0.16,0.793,0.726,0.699,0.741,0.423,0.4788571428571428,0.5094285714285715,0.7842857142857144,0.41971428571428576,0.5705714285714285,0.7937142857142857,0.1,0.6002857142857143,0.729
0.96,0.02,0.08,0.94,0.92,0.82,0.86,0.76,0.58,0.756,0.884,0.516,0.548,0.8800000000000001,0.1,0.8640000000000001,0.86
0.96,0.4666666667,0.3666666667,0.993,0.993,0.973,0.933,0.76,0.9466666666666667,0.8266666666666665,0.836,0.8960000000000001,0.9053333333333333,0.9986666666666666,0.3333333333333333,0.8186666666666668,0.9
0.7975308641975308,0.7543209877,0.6765432099,0.794,0.793,0.733,0.815,0.507,0.7488888888888889,0.7770370370370371,0.7723456790123457,0.6982716049382717,0.7066666666666667,0.8130864197530864,0.5029629629629631,0.5120987654320988,0.62
0.8,0.7257142857,0.7314285714,0.926,0.891,0.817,0.817,0.72,0.8548571428571428,0.7337142857142858,0.9611428571428572,0.72,0.8480000000000001,0.9805714285714286,0.1257142857142857,0.8777142857142858,0.823
0.8289611752360966,0.6463798531,0.6495278069,0.871,0.889,0.834,0.907,0.745,0.8306400839454355,0.8444910807974816,0.9802728226652675,0.8039874081846798,0.8312696747114376,0.9754459601259182,0.6169989506820567,0.6354669464847849,0.831
0.8021978021978022,0.4989010989,0.4923076923,0.771,0.732,0.653,0.653,0.525,0.6237362637362638,0.6584615384615384,0.6457142857142857,0.6109890109890109,0.7081318681318682,0.7402197802197803,0.1252747252747252,0.5178021978021978,0.69
0.9254385964912281,0.4561403509,0.5614035088,0.917,0.939,0.864,0.93,0.807,0.5982456140350878,0.706140350877193,0.9614035087719298,0.5587719298245615,0.5885964912280702,0.957017543859649,0.5263157894736842,0.8824561403508773,0.772
0.9017543859649123,0.7035087719,0.5,0.87,0.933,0.982,0.979,0.92,0.7387368421052631,0.6760701754385965,0.6830877192982456,0.6875087719298245,0.6857543859649123,0.8322105263157894,0.5,0.9171228070175438,0.753
0.99425,0.9885,0.92325,1.0,0.999,1.0,0.999,0.466,0.9906499999999999,0.9997,0.87045,0.97575,0.9480999999999999,0.9999500000000001,0.25875,0.8746,1.0
0.9611111111111111,0.5,0.4888888889,1.0,0.672,0.589,0.683,0.489,0.4966666666666667,0.51,0.7055555555555555,0.49777777777777776,0.5133333333333333,0.7822222222222223,0.5,0.5455555555555556,0.65
0.9904761904761905,0.980952381,0.9238095238,1.0,0.99,1.0,1.0,0.933,0.961904761904762,0.9638095238095238,1.0,0.9523809523809523,0.9771428571428571,1.0,0.1428571428571428,1.0,1.0
0.36923076923076925,0.08461538462,0.1615384615,0.292,0.285,0.292,0.177,0.154,0.316923076923077,0.3676923076923077,0.3261538461538461,0.2784615384615384,0.38153846153846155,0.33999999999999997,0.0384615384615384,0.2753846153846154,0.323
0.8790849673202614,0.9673202614,0.9869281046,0.984,0.984,0.993,0.977,0.961,0.9542483660130718,0.8797385620915034,0.3464052287581699,0.64640522875817,0.9091503267973856,0.3006535947712418,0.3006535947712418,0.9137254901960785,0.967
0.7307692307692307,0.458974359,0.3974358974,0.792,0.708,0.682,0.713,0.403,0.5010256410256411,0.6507692307692308,0.8097435897435897,0.48358974358974355,0.6292307692307693,0.8087179487179487,0.0615384615384615,0.6425641025641026,0.754
0.726027397260274,0.5753424658,0.5616438356,0.863,0.795,0.767,0.685,0.411,0.6465753424657534,0.695890410958904,0.8246575342465754,0.5589041095890411,0.6164383561643836,0.8273972602739725,0.2602739726027397,0.6082191780821917,0.726
0.7375767727526521,0.5474595198,0.6479620324,0.719,0.71,0.697,0.641,0.348,0.6256839754327191,0.6757677275265215,0.6424902289223897,0.6389168062534897,0.6989391401451702,0.6658291457286432,0.1208821887213847,0.4968174204355108,0.634
0.9620253164556962,0.4936708861,0.4936708861,0.987,0.994,0.984,0.994,0.991,0.9120253164556964,0.889873417721519,0.9955696202531646,0.8867088607594937,0.9341772151898734,0.9968354430379748,0.49367088607594944,0.9645569620253165,0.918
0.6690647482014388,0.5971223022,0.4892086331,0.727,0.727,0.741,0.755,0.741,0.7582733812949641,0.7611510791366907,0.7179856115107913,0.7294964028776979,0.6474820143884893,0.7179856115107914,0.4330935251798561,0.7050359712230215,0.77
0.9232,0.8944,0.8992,0.941,0.914,0.88,0.923,0.738,0.88384,0.90176,0.96736,0.8409599999999999,0.84544,0.9625600000000001,0.064,0.83744,0.792
0.96,0.7611111111,0.83,1.0,0.983,0.983,0.998,0.898,0.9593333333333334,0.9773333333333334,0.9937777777777776,0.9077777777777778,0.8691111111111111,0.9957777777777779,0.33244444444444443,0.8960000000000001,0.997
0.9,0.4,0.7,0.9,0.8,0.85,0.8,1.0,0.9,0.62,0.9099999999999999,0.63,0.8800000000000001,0.85,0.5,0.79,0.7
0.5371428571428571,0.2214285714,0.1157142857,0.746,0.723,0.646,0.689,0.447,0.3751428571428571,0.396,0.692,0.28714285714285714,0.43914285714285717,0.7257142857142858,0.1,0.5162857142857142,0.643
0.4375,0.2375,0.2,0.562,,,,0.2,0.3125,0.4875,0.14250000000000002,0.305,0.16,0.15,0.16,0.5925,0.5
0.9809523809523809,0.5079365079,0.5238095238,1.0,1.0,1.0,1.0,1.0,0.9219047619047618,0.9231746031746033,0.9885714285714284,0.9257142857142856,0.9409523809523808,0.9892063492063491,0.5238095238095238,0.9752380952380951,0.838
0.9356060606060606,0.9128787879,0.9136363636,0.936,0.928,0.902,0.93,0.568,0.8960606060606061,0.9283333333333333,0.9140909090909091,0.8628787878787879,0.8162121212121212,0.9369696969696969,0.5095454545454545,0.5545454545454545,0.555
0.9105928085519922,0.8367346939,0.8804664723,0.925,0.954,0.928,0.955,0.845,0.9541302235179787,0.9638483965014577,0.9628765792031098,0.9663751214771622,0.9533527696793003,0.9615160349854227,0.4985422740524781,0.8705539358600582,0.95
0.8634146341463415,0.8682926829,0.8390243902,0.834,0.844,0.854,0.839,0.854,0.8117073170731708,0.8721951219512196,0.8253658536585367,0.8390243902439025,0.8487804878048779,0.8468292682926828,0.4878048780487805,0.8390243902439025,0.805
0.9266666666666666,0.8866666667,0.8466666667,0.98,0.98,0.967,0.993,0.827,0.9480000000000001,0.784,1.0,0.9066666666666666,0.9279999999999999,0.9906666666666666,0.49333333333333335,0.9893333333333334,0.907
0.7121951219512195,0.8,0.712195122,0.824,0.771,0.81,0.8,0.78,0.7765853658536586,0.791219512195122,0.7609756097560976,0.7746341463414634,0.7668292682926829,0.7726829268292683,0.3414634146341463,0.784390243902439,0.761
0.62,0.1,0.08,0.82,0.74,0.62,0.6,0.24,0.608,0.496,0.744,0.41200000000000003,0.604,0.704,0.1,0.616,0.66
0.7287853577371048,0.5424292845,0.5890183028,0.903,0.902,0.804,0.899,0.724,0.6898502495840266,0.729450915141431,0.9584026622296173,0.6552412645590682,0.6921797004991681,0.9607321131447588,0.42928452579034937,0.7247920133111481,0.725
0.8944444444444445,0.9555555556,0.9888888889,0.961,0.9,0.933,0.961,0.911,0.96,0.9711111111111113,0.8633333333333333,0.9288888888888888,0.9766666666666666,0.8788888888888889,0.5,0.8522222222222222,0.878
0.6515151515151515,0.6142191142,0.6631701632,0.809,0.784,0.787,0.804,0.773,0.799067599067599,0.7447552447552448,0.8177156177156177,0.7951048951048951,0.7557109557109557,0.8452214452214453,0.6130536130536131,0.6559440559440559,0.728
0.85,0.45,0.55,0.8,0.85,0.75,0.65,0.65,0.71,0.51,0.9400000000000001,0.54,0.74,0.8800000000000001,0.5,0.6199999999999999,0.75
0.9153846153846154,0.7307692308,0.7307692308,0.892,0.9,0.831,0.877,0.615,0.7523076923076923,0.7015384615384616,0.8892307692307693,0.6492307692307693,0.7446153846153847,0.8938461538461538,0.8153846153846154,0.7938461538461539,0.838
0.7461538461538462,0.5307692308,0.5205128205,0.749,0.728,0.597,0.718,0.467,0.5815384615384616,0.6394871794871795,0.7928205128205128,0.5210256410256411,0.5984615384615385,0.8102564102564103,0.0846153846153846,0.6517948717948718,0.744
0.646349371028401,0.5518091039,0.5057709765,0.721,0.707,0.7,0.686,0.676,0.6859551290364415,0.7024251069900143,0.7064712748022306,0.6533782907534691,0.5925820256776035,0.7278692776552976,0.24238101413565044,0.6045908442484762,0.602
0.6231884057971014,0.4710144928,0.7173913043,0.841,,,,0.696,0.8159420289855073,0.810144927536232,0.7681159420289856,0.8768115942028984,0.8652173913043478,0.7101449275362318,0.4782608695652174,0.7159420289855072,0.877
0.8978494623655914,0.04301075269,0.05376344086,0.957,1.0,0.527,0.753,0.366,0.9612903225806452,0.9344086021505376,0.018279569892473098,0.050537634408602095,0.8634408602150538,0.1774193548387097,0.0634408602150537,0.4387096774193548,0.839
0.935678391959799,0.864321608,0.6944723618,0.976,0.963,0.885,0.916,0.786,0.8084422110552764,0.7535678391959799,0.9553768844221106,0.6438190954773869,0.8363819095477387,0.8930653266331658,0.1738693467336683,0.7981909547738694,0.95
0.765214963707426,0.6320491346,0.643495254,0.77,0.757,0.721,0.69,0.655,0.6304857621440536,0.6844221105527638,0.7266890005583473,0.6450586264656616,0.6970407593523171,0.7486320491345617,0.1208821887213847,0.5729201563372418,0.658
0.76,0.83,0.79,0.92,0.94,0.83,0.88,0.83,0.8160000000000001,0.884,0.8880000000000001,0.8379999999999999,0.914,0.874,0.64,0.874,0.77
